Code INSEE;Code Postal;Commune;Département;Région;Statut;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
78478;78660;PARAY-DOUAVILLE;YVELINES;ILE-DE-FRANCE;Commune simple;155.0;1017.0;0.2;48.45996633287938,1.862916700057587;"{""coordinates"": [[[1.87944151648182, 48.44066800671545], [1.8693169193299641, 48.44049999190045], [1.861090626121411, 48.44446109281254], [1.847221178652818, 48.4466754644961], [1.839126315842794, 48.45803203221037], [1.8439229973971971, 48.466878050585166], [1.8527523620426, 48.46959084479223], [1.850012013843414, 48.479191180142955], [1.865471369077017, 48.480815379205666], [1.87255519815488, 48.47674422715659], [1.882568379513161, 48.46467489508993], [1.87944151648182, 48.44066800671545]]], ""type"": ""Polygon""}";16934;478;19;2;78;11
94069;94410;SAINT-MAURICE;VAL-DE-MARNE;ILE-DE-FRANCE;Commune simple;46.0;143.0;14.4;48.81849213724244,2.437450134202606;"{""coordinates"": [[[2.454651973942526, 48.81350748793838], [2.450787280216402, 48.815828175921034], [2.419588735738723, 48.81691294395155], [2.419985643502435, 48.82408288251116], [2.429882219759825, 48.8233570150159], [2.4366907978696952, 48.81846971395911], [2.461247496771534, 48.8183490440576], [2.462855873855713, 48.815577215752555], [2.454651973942526, 48.81350748793838]]], ""type"": ""Polygon""}";16359;069;07;1;94;11
78513;78940;LA QUEUE-LES-YVELINES;YVELINES;ILE-DE-FRANCE;Commune simple;140.0;578.0;2.1;48.80278934816275,1.767440006405281;"{""coordinates"": [[[1.7679476327573531, 48.79182535055018], [1.729075343879844, 48.79819138395201], [1.748342357999578, 48.8032429076358], [1.781204884682767, 48.81639990141592], [1.791087780778701, 48.809574388149386], [1.78771362643851, 48.79713653191839], [1.778282989354891, 48.79578123151212], [1.7690072274515112, 48.7982675489068], [1.7679476327573531, 48.79182535055018]]], ""type"": ""Polygon""}";19604;513;15;2;78;11
75101;75001;PARIS-1ER-ARRONDISSEMENT;PARIS;ILE-DE-FRANCE;Capitale d'état;33.0;181.0;17.6;48.8626304851685,2.336293446550539;"{""coordinates"": [[[2.344559180836944, 48.85399290271931], [2.332852282604382, 48.85930633356469], [2.320781393695372, 48.86307865626878], [2.325754809597834, 48.869546095073304], [2.327877416924118, 48.869863809746434], [2.350834505477619, 48.863344374598334], [2.350088493587214, 48.86195533215501], [2.344559180836944, 48.85399290271931]]], ""type"": ""Polygon""}";36588;101;15;1;75;11
78071;78660;BOINVILLE-LE-GAILLARD;YVELINES;ILE-DE-FRANCE;Commune simple;157.0;1263.0;0.6000000000000001;48.49580306420341,1.871151024239422;"{""coordinates"": [[[1.87255519815488, 48.47674422715659], [1.865471369077017, 48.480815379205666], [1.850012013843414, 48.479191180142955], [1.842812985133986, 48.49514486017749], [1.839353640223208, 48.50160687408743], [1.863077498851096, 48.5082419910475], [1.867659843035277, 48.514241602213694], [1.882572679741377, 48.51405887696275], [1.891497051675922, 48.511461435079255], [1.893040313725699, 48.50506114386727], [1.897868842151936, 48.50464719510071], [1.900958468032406, 48.492233240689295], [1.892002913677939, 48.48943299217966], [1.885395069310781, 48.48064415968389], [1.87255519815488, 48.47674422715659]]], ""type"": ""Polygon""}";17572;071;19;2;78;11
77114;77173;CHEVRY-COSSIGNY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;102.0;1668.0;3.7;48.7228150234266,2.67680477980636;"{""coordinates"": [[[2.695428876033807, 48.70612899275929], [2.676006728534503, 48.70213824366786], [2.666012663996831, 48.70313605524196], [2.645506971656673, 48.69311092538453], [2.640462698233879, 48.69365349083029], [2.644499678852267, 48.70337970003979], [2.655502289589823, 48.71024778156747], [2.6498409676743133, 48.71543008305954], [2.651592469022281, 48.732020786872184], [2.665370281594826, 48.735549980858934], [2.6733956406702033, 48.743783924751455], [2.6858958758880203, 48.74792779604215], [2.703953986206554, 48.74854056477865], [2.708274004964661, 48.74700420624232], [2.703343985194548, 48.729030616052995], [2.695428876033807, 48.70612899275929]]], ""type"": ""Polygon""}";30976;114;02;2;77;11
77124;77600;CONCHES-SUR-GONDOIRE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;93.0;152.0;1.7000000000000002;48.85756810359686,2.719232467910426;"{""coordinates"": [[[2.730758147843237, 48.851968740522096], [2.709853943303526, 48.85428511336874], [2.709454819890855, 48.864761276749235], [2.727542158243183, 48.85975862454365], [2.732076461128301, 48.852664183465386], [2.730758147843237, 48.851968740522096]]], ""type"": ""Polygon""}";33988;124;43;5;77;11
77025;77118;BAZOCHES-LES-BRAY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;73.0;2264.0;0.8;48.398372292913784,3.192618119107463;"{""coordinates"": [[[3.204450268128914, 48.36420084777761], [3.193803666125998, 48.36948190318491], [3.184941147914505, 48.368128544494525], [3.180980076495557, 48.37455839549192], [3.171807550022852, 48.37767594085217], [3.168510469299033, 48.39815719392606], [3.160187502142649, 48.40676949149761], [3.168426990704348, 48.422708925464626], [3.18593827898393, 48.42485991837447], [3.194304108173654, 48.431863738362104], [3.192768272381878, 48.425937589497195], [3.211060633032095, 48.42683309346396], [3.21521162542983, 48.42051010564351], [3.213765532347558, 48.41721099923629], [3.220362590766078, 48.40795945990754], [3.216471758193519, 48.40158802735881], [3.214171063015805, 48.36747653327141], [3.204450268128914, 48.36420084777761]]], ""type"": ""Polygon""}";15838;025;01;3;77;11
78031;78930;AUFFREVILLE-BRASSEUIL;YVELINES;ILE-DE-FRANCE;Commune simple;66.0;234.0;0.6000000000000001;48.954418567005256,1.7051475121518491;"{""coordinates"": [[[1.698418442664406, 48.94366825534049], [1.694269551887151, 48.94577262891752], [1.694827621004399, 48.9523710714941], [1.6993359709639462, 48.95775328396804], [1.702412125265691, 48.96364142558693], [1.719225650236262, 48.96143890642571], [1.710209937694441, 48.94938078542596], [1.698418442664406, 48.94366825534049]]], ""type"": ""Polygon""}";22637;031;07;1;78;11
91191;91560;CROSNE;ESSONNE;ILE-DE-FRANCE;Commune simple;63.0;247.0;9.1;48.72008699012754,2.463317278588741;"{""coordinates"": [[[2.465470289022864, 48.71197628643997], [2.451155180143074, 48.71487950063465], [2.449849977133578, 48.721367534613805], [2.46276097601216, 48.726966945936056], [2.472978586691335, 48.72757015586587], [2.475371106486753, 48.72759868522589], [2.474537394759234, 48.71857357011292], [2.465470289022864, 48.71197628643997]]], ""type"": ""Polygon""}";5533;191;36;2;91;11
91001;91150;ABBEVILLE-LA-RIVIERE;ESSONNE;ILE-DE-FRANCE;Commune simple;130.0;1499.0;0.30000000000000004;48.34374613840856,2.191276793458694;"{""coordinates"": [[[2.181484169906028, 48.31379135222639], [2.170835101165815, 48.31503989756982], [2.161212086706577, 48.31705056674619], [2.160912734113215, 48.32398563415691], [2.17260045534899, 48.33490097167771], [2.172249008673476, 48.33837156257843], [2.156171538892291, 48.34706666386155], [2.156030599314886, 48.34828031915893], [2.1709984910384152, 48.356078818449966], [2.188440136156978, 48.36047332961471], [2.229800691687992, 48.360920359475934], [2.235956999981969, 48.36093322605408], [2.234295531546278, 48.3489290492202], [2.22618212728476, 48.345331351190595], [2.20708954280929, 48.34494415576116], [2.182797980338494, 48.3238777815107], [2.181484169906028, 48.31379135222639]]], ""type"": ""Polygon""}";33483;001;17;1;91;11
78624;78510;TRIEL-SUR-SEINE;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;79.0;1375.0;11.6;48.97802825130504,2.008770516632395;"{""coordinates"": [[[2.00356966027465, 48.941323260653284], [2.00252117237398, 48.953994919806156], [1.996151247482779, 48.9670626563941], [1.99797469335472, 48.97379567151682], [1.993307513716799, 48.98342398993008], [1.9825147826633271, 48.99243371796455], [2.004875435032896, 49.01007612465225], [2.007630934179341, 49.00823745946418], [2.023613730311908, 48.99790106340459], [2.024722630781637, 48.99561693435229], [2.020437440635215, 48.99384642722927], [2.026211825029124, 48.9847027943001], [2.023417014224143, 48.97855593697523], [2.028235253402299, 48.95906235160968], [2.008322700987479, 48.94192925180972], [2.00356966027465, 48.941323260653284]]], ""type"": ""Polygon""}";33942;624;25;3;78;11
77222;77390;GUIGNES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;92.0;573.0;3.2;48.635822416738385,2.800421097313949;"{""coordinates"": [[[2.8183088386685453, 48.62734282762909], [2.799852298863818, 48.62088178902417], [2.7897111391083182, 48.62242945657268], [2.783457892500039, 48.6318900144878], [2.790463816854356, 48.64115835125305], [2.7902596479588633, 48.64807506529282], [2.80442804627002, 48.65263256301069], [2.814437117270244, 48.65157818301662], [2.816552028255071, 48.64852320986294], [2.805146896342676, 48.641875876484164], [2.803325273877827, 48.639021493581815], [2.818473789033936, 48.630644245044884], [2.8183088386685453, 48.62734282762909]]], ""type"": ""Polygon""}";31359;222;22;2;77;11
77368;77160;POIGNY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;122.0;598.0;0.5;48.54492832974969,3.277167409585669;"{""coordinates"": [[[3.286188071956946, 48.52813405478323], [3.282252339275825, 48.53417961369621], [3.2687994388501282, 48.5389605226319], [3.24322527964111, 48.559696482863785], [3.2501340211461622, 48.561985010638914], [3.270130602212393, 48.552810793006756], [3.285034329021657, 48.55009531970874], [3.293538409190215, 48.54196955468884], [3.308495470763704, 48.54444148632], [3.310624074799922, 48.5378510987416], [3.2915695191872, 48.53384227936028], [3.286188071956946, 48.52813405478323]]], ""type"": ""Polygon""}";30258;368;25;3;77;11
93005;93600;AULNAY-SOUS-BOIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;Chef-lieu canton;54.0;1614.0;82.5;48.94583843673866,2.4932904168711643;"{""coordinates"": [[[2.4917336814827, 48.916878261504436], [2.47939697783059, 48.91977496079716], [2.48140992372635, 48.93687003815209], [2.468902179421147, 48.95198593592314], [2.4594898661441342, 48.955055319020516], [2.466558862574984, 48.9634590581841], [2.491127946298912, 48.97324173201463], [2.496009495667324, 48.972722797189505], [2.524146063258125, 48.95057228131036], [2.512247662799389, 48.94393286352931], [2.508171724051222, 48.93752240559492], [2.517563921864038, 48.925663154559494], [2.507299294877434, 48.91866092556631], [2.4917336814827, 48.916878261504436]]], ""type"": ""Polygon""}";15697;005;93;2;93;11
95323;95280;JOUY-LE-MOUTIER;VAL-D'OISE;ILE-DE-FRANCE;Chef-lieu canton;83.0;731.0;16.7;49.011362505556775,2.034083178668544;"{""coordinates"": [[[2.023613730311908, 48.99790106340459], [2.007630934179341, 49.00823745946418], [2.013401252019025, 49.01390542112844], [2.011100673925122, 49.020567974865834], [2.027047109967935, 49.020365544518505], [2.040594242711127, 49.0256902112004], [2.064428878664958, 49.0082080270963], [2.04650165422963, 49.00185304021137], [2.026444956864062, 49.00070281318393], [2.023613730311908, 48.99790106340459]]], ""type"": ""Polygon""}";15545;323;39;3;95;11
77415;77660;SAINT-JEAN-LES-DEUX-JUMEAUX;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;129.0;1344.0;1.1;48.93878346939782,3.026955402280397;"{""coordinates"": [[[3.027098968224628, 48.91825005620452], [3.022623592530592, 48.918673641885235], [3.019292145539399, 48.913170677643734], [3.01504925116556, 48.91416048742635], [2.996833649875361, 48.929925546343064], [3.004395044032031, 48.93428691343222], [3.01245089003833, 48.94604856651756], [2.998525177391836, 48.959277050661996], [3.001174496933109, 48.96375524109974], [3.008616033644115, 48.95472660512292], [3.028607811973154, 48.9574302111955], [3.060077353804686, 48.952337866487035], [3.051811157053228, 48.933052804535535], [3.041643605671764, 48.934135878113295], [3.039124963708807, 48.92456858617461], [3.027098968224628, 48.91825005620452]]], ""type"": ""Polygon""}";28808;415;12;1;77;11
78601;78120;SONCHAMP;YVELINES;ILE-DE-FRANCE;Commune simple;160.0;4637.0;1.6;48.58809308125404,1.8688863617551772;"{""coordinates"": [[[1.8940742894163782, 48.53501164383857], [1.8761303288045321, 48.5417167408192], [1.872429327359197, 48.54812320527914], [1.8547535098877712, 48.56020749406361], [1.850072194783583, 48.5616917237851], [1.840521462342749, 48.55903502304753], [1.832589596326585, 48.56344667318684], [1.832309037057336, 48.57117184147552], [1.8244484948483581, 48.594044042250694], [1.8309289413492982, 48.62026860357493], [1.857693811733357, 48.63423813530981], [1.8770435021569551, 48.63507880714333], [1.892020272511097, 48.6264480901866], [1.875220602437732, 48.61443395818185], [1.928634188017245, 48.58195604403426], [1.915249582258416, 48.57682391013692], [1.908747603227967, 48.567444335631116], [1.899793887729119, 48.563925275049506], [1.9021470880681162, 48.557703548980406], [1.894945097251211, 48.553471523632986], [1.8964907434659382, 48.537984960562504], [1.8940742894163782, 48.53501164383857]]], ""type"": ""Polygon""}";4095;601;19;2;78;11
95430;95560;MONTSOULT;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;131.0;383.0;3.4;49.07158302471542,2.303814805416744;"{""coordinates"": [[[2.330019752108343, 49.06365776061789], [2.315466366789097, 49.067343296272625], [2.300351749323176, 49.06580856827095], [2.287288046523662, 49.0714325950933], [2.276896713737898, 49.07170321761059], [2.274186955790605, 49.068764550151066], [2.271919506321345, 49.06943421135192], [2.270171870910295, 49.0749805310926], [2.274023265251636, 49.07655043648777], [2.281821219490001, 49.07583298643196], [2.283744905547564, 49.078263239411044], [2.293297007342776, 49.07840070598873], [2.310415954549569, 49.07254762522462], [2.334604895707003, 49.07530955716819], [2.330019752108343, 49.06365776061789]]], ""type"": ""Polygon""}";21605;430;26;2;95;11
78567;78520;SAINT-MARTIN-LA-GARENNE;YVELINES;ILE-DE-FRANCE;Commune simple;56.0;1596.0;0.9;49.03596133067345,1.677307229596218;"{""coordinates"": [[[1.674538185087175, 49.01921229519114], [1.636215679875999, 49.02581570382596], [1.6263141790651692, 49.024803507207736], [1.618329690702563, 49.0288487411872], [1.642969039800904, 49.03741235546258], [1.683228816379593, 49.05071138379279], [1.693668224832543, 49.05667967027652], [1.723457161864234, 49.044976575506915], [1.711475849459005, 49.03054993861787], [1.707021648211629, 49.0287304423746], [1.696936635227611, 49.030599875160874], [1.683953365696409, 49.01998137086527], [1.674538185087175, 49.01921229519114]]], ""type"": ""Polygon""}";17327;567;10;1;78;11
78358;78600;MAISONS-LAFFITTE;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;34.0;693.0;22.7;48.95233690024643,2.151615949011185;"{""coordinates"": [[[2.142430773286288, 48.93512178653146], [2.127853526267651, 48.9431913030021], [2.134469097985567, 48.955847418287334], [2.147465233876883, 48.96525714971732], [2.172905175627908, 48.96386156363892], [2.178155279694161, 48.963510968385684], [2.178105163939221, 48.95976960775183], [2.173141489791934, 48.95329658127529], [2.142430773286288, 48.93512178653146]]], ""type"": ""Polygon""}";17574;358;11;3;78;11
95024;95420;ARTHIES;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;155.0;747.0;0.30000000000000004;49.0949860680999,1.7972625373233062;"{""coordinates"": [[[1.7965466896679252, 49.072232197890884], [1.792819750911606, 49.0818166923001], [1.777519054345048, 49.08976416465385], [1.781942104387352, 49.10314457293605], [1.793543439588511, 49.11485237218501], [1.815330093342677, 49.107983180028455], [1.816338635446762, 49.10460308578101], [1.802515670268199, 49.086400848893845], [1.815394129946803, 49.076412078948856], [1.7965466896679252, 49.072232197890884]]], ""type"": ""Polygon""}";20617;024;16;3;95;11
94033;94120;FONTENAY-SOUS-BOIS;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;77.0;557.0;53.3;48.85110463818291,2.473954097743391;"{""coordinates"": [[[2.467245943197848, 48.839088269853825], [2.447852027015208, 48.84481015467711], [2.456159814159023, 48.84651200859662], [2.455516394414248, 48.849404986731415], [2.447103397771503, 48.85115610761062], [2.454295126762565, 48.85541604594986], [2.481534079339179, 48.861409850048986], [2.496392095141792, 48.85990845268808], [2.499717550238719, 48.85567752564453], [2.491523260867017, 48.8476388283287], [2.467245943197848, 48.839088269853825]]], ""type"": ""Polygon""}";2273;033;91;2;94;11
94002;94140;ALFORTVILLE;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;32.0;368.0;44.3;48.79608438635091,2.421245932413397;"{""coordinates"": [[[2.42803141037987, 48.77603126356527], [2.414776748533293, 48.77727121413352], [2.422662856657282, 48.790189036908004], [2.408884699862504, 48.80846927587409], [2.409363681821797, 48.816674002076496], [2.415904474059502, 48.81633738861281], [2.424257548922915, 48.80726717540175], [2.432746023437663, 48.786729670185565], [2.42803141037987, 48.77603126356527]]], ""type"": ""Polygon""}";32878;002;86;1;94;11
91111;91640;BRIIS-SOUS-FORGES;ESSONNE;ILE-DE-FRANCE;Commune simple;134.0;1118.0;3.3;48.62714477408964,2.130908046703629;"{""coordinates"": [[[2.130086862880687, 48.603093024321126], [2.118952827379079, 48.61024369536527], [2.103074032279066, 48.610655890079876], [2.10026892714359, 48.61363928697104], [2.116964830820209, 48.62114068044014], [2.117932133813971, 48.63781657732498], [2.122501799043737, 48.63888480108845], [2.11500709407599, 48.646250604509405], [2.119636139507747, 48.65189801691855], [2.132652364897726, 48.65538470454978], [2.134577898963994, 48.64240039269652], [2.14467208890374, 48.64186159578453], [2.160241168256228, 48.62917183670894], [2.145134018554041, 48.6218949357167], [2.14241192545426, 48.60998317440353], [2.14258496221274, 48.6068719215847], [2.130086862880687, 48.603093024321126]]], ""type"": ""Polygon""}";23268;111;13;3;91;11
77326;77176;NANDY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;81.0;858.0;5.8;48.58212872789997,2.547828527210113;"{""coordinates"": [[[2.560354717427497, 48.56623023365368], [2.555735636255415, 48.570710858100995], [2.547892863232417, 48.56851338456845], [2.541011218592919, 48.572714949074935], [2.531595442638706, 48.57365876989203], [2.521771675729651, 48.57322388806523], [2.518277028412848, 48.583257787872306], [2.541450338188157, 48.59688743492498], [2.574333262373566, 48.58899467699784], [2.575552398698415, 48.58245035878875], [2.560354717427497, 48.56623023365368]]], ""type"": ""Polygon""}";15434;326;34;2;77;11
77249;77150;LESIGNY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;98.0;1002.0;7.5;48.74971823029056,2.6158377527351;"{""coordinates"": [[[2.6091434377744323, 48.728489483820915], [2.600915707459338, 48.727023161881995], [2.594679183112779, 48.73180512040085], [2.587756904888729, 48.744076584719416], [2.5995510756627223, 48.75074544454189], [2.597543957657469, 48.760569279553934], [2.614816906164042, 48.76112090971125], [2.630852937169994, 48.769266182167726], [2.640856497812167, 48.768828989103966], [2.640676077628485, 48.763414044502355], [2.648481044467624, 48.75998355326593], [2.644772580400759, 48.75519671999482], [2.6188894177273143, 48.73995273535011], [2.6091434377744323, 48.728489483820915]]], ""type"": ""Polygon""}";27199;249;02;2;77;11
77103;77820;CHATILLON-LA-BORDE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;101.0;724.0;0.2;48.53774235685835,2.826851813176429;"{""coordinates"": [[[2.854053028673465, 48.52894667789258], [2.8454892129462372, 48.52576935605742], [2.801963302176831, 48.53267651013495], [2.800326044448944, 48.53935756800853], [2.790784965322905, 48.54724832985605], [2.818751496946226, 48.54260752270626], [2.838105040178044, 48.553160289410336], [2.854053028673465, 48.52894667789258]]], ""type"": ""Polygon""}";24683;103;05;2;77;11
95203;95600;EAUBONNE;VAL-D'OISE;ILE-DE-FRANCE;Chef-lieu canton;56.0;438.0;23.9;48.990994016529704,2.278009254881883;"{""coordinates"": [[[2.2918582764243443, 48.976241469131054], [2.2738458207417382, 48.97678124441292], [2.263474556845591, 48.99817415412632], [2.273375859274806, 49.00648951939514], [2.283143165375888, 49.00295131421092], [2.282734995394293, 48.99984650528036], [2.290335704385445, 48.996708384764716], [2.292862067561396, 48.995842042587185], [2.285380127831756, 48.9844042583514], [2.2918582764243443, 48.976241469131054]]], ""type"": ""Polygon""}";6232;203;07;3;95;11
93053;93130;NOISY-LE-SEC;SEINE-SAINT-DENIS;ILE-DE-FRANCE;Chef-lieu canton;69.0;503.0;39.3;48.89132246295204,2.459136473721034;"{""coordinates"": [[[2.464761047295888, 48.87807255709601], [2.451667251149139, 48.878489941265784], [2.449772805945615, 48.884866437737344], [2.443131384359163, 48.88872978250978], [2.441283286623537, 48.898280874118626], [2.469861405218081, 48.904768868997856], [2.473939231697145, 48.89542507924433], [2.471698986846501, 48.889039095377626], [2.476639574002478, 48.8886650931809], [2.464761047295888, 48.87807255709601]]], ""type"": ""Polygon""}";20206;053;20;1;93;11
77461;77520;THENISY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;86.0;539.0;0.30000000000000004;48.49169455641891,3.177993189251355;"{""coordinates"": [[[3.157184171918105, 48.47787156716638], [3.162476515860483, 48.482857265925404], [3.161508435480842, 48.49807082682062], [3.163353323020386, 48.49936372065442], [3.172122996305613, 48.502967703564806], [3.187279986801789, 48.5017123390392], [3.190180711649275, 48.49904493337337], [3.199804078067697, 48.49884922072436], [3.200685834599002, 48.492271675470576], [3.181729080337964, 48.481920766732564], [3.157184171918105, 48.47787156716638]]], ""type"": ""Polygon""}";11295;461;10;3;77;11
77267;77570;LA MADELEINE-SUR-LOING;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;107.0;616.0;0.30000000000000004;48.2051069149009,2.701848139689751;"{""coordinates"": [[[2.689738378247077, 48.18349892003112], [2.6935101923141023, 48.210565761552026], [2.683921998895681, 48.222336723987254], [2.707930092432694, 48.219933094567466], [2.717149425324441, 48.20808731271889], [2.717351129482946, 48.198073072928395], [2.689738378247077, 48.18349892003112]]], ""type"": ""Polygon""}";29993;267;04;4;77;11
78140;78130;CHAPET;YVELINES;ILE-DE-FRANCE;Commune simple;59.0;519.0;1.2;48.96814653047573,1.940122991296287;"{""coordinates"": [[[1.9515173727861872, 48.95469287219419], [1.9324781594115512, 48.95816711007873], [1.92077456719323, 48.96868326972048], [1.934534757144936, 48.982430768875794], [1.939088358567342, 48.980906347052596], [1.949439854044278, 48.97979239040739], [1.953586536219516, 48.96994530550846], [1.9557214956498212, 48.95682497439127], [1.9515173727861872, 48.95469287219419]]], ""type"": ""Polygon""}";26767;140;14;1;78;11
91538;91190;SAINT-AUBIN;ESSONNE;ILE-DE-FRANCE;Commune simple;154.0;355.0;0.7000000000000001;48.714962666614525,2.139531545295898;"{""coordinates"": [[[2.155101500254648, 48.71806161892654], [2.152152846292152, 48.7079394754237], [2.142027347229837, 48.706301971705415], [2.127386015320759, 48.70982073351298], [2.123300411404308, 48.715979271458316], [2.126616073810309, 48.72173330453653], [2.143858238978393, 48.72312651480234], [2.155101500254648, 48.71806161892654]]], ""type"": ""Polygon""}";15789;538;03;3;91;11
91412;91590;MONDEVILLE;ESSONNE;ILE-DE-FRANCE;Commune simple;138.0;679.0;0.7000000000000001;48.49120356218153,2.42045406579652;"{""coordinates"": [[[2.436206338780357, 48.480307825699185], [2.415182717762268, 48.48113278334931], [2.397308111003062, 48.48813249812211], [2.398786483071321, 48.49848564810452], [2.4065133083857, 48.5022848950617], [2.41605975065653, 48.50447327594059], [2.425120581217699, 48.50162969969074], [2.437876513660297, 48.49619408378215], [2.440320511829472, 48.48659767733823], [2.4498038280542342, 48.48433894570563], [2.448193140585377, 48.48179452964701], [2.436206338780357, 48.480307825699185]]], ""type"": ""Polygon""}";14518;412;11;1;91;11
77007;77390;ARGENTIERES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;89.0;257.0;0.4;48.65205846649626,2.870894889242405;"{""coordinates"": [[[2.8880315208862823, 48.64439322123677], [2.859462321852804, 48.64824873176251], [2.848731819891708, 48.65521557801327], [2.858062247073824, 48.6539497932391], [2.869045058934332, 48.65946717468736], [2.882205094707584, 48.657942801861864], [2.881444777542807, 48.65195151485747], [2.888302915364112, 48.64442945543921], [2.8880315208862823, 48.64439322123677]]], ""type"": ""Polygon""}";26880;007;22;2;77;11
95144;95190;CHATENAY-EN-FRANCE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;134.0;310.0;0.1;49.064915414832534,2.462747376474585;"{""coordinates"": [[[2.481831731144689, 49.05485012272476], [2.452505408289257, 49.060744524657224], [2.441431422573101, 49.06752724130157], [2.44177133884613, 49.06900345227627], [2.451353393705975, 49.070054643005825], [2.457741549577454, 49.07425574325902], [2.462109734563879, 49.072719826118586], [2.47244602059821, 49.07103925453321], [2.481831731144689, 49.05485012272476]]], ""type"": ""Polygon""}";29617;144;15;2;95;11
91198;91590;D'HUISON-LONGUEVILLE;ESSONNE;ILE-DE-FRANCE;Commune simple;84.0;998.0;1.4;48.45571912017161,2.327540551808583;"{""coordinates"": [[[2.328621284867114, 48.433407169672904], [2.324223466616759, 48.43371508271801], [2.318955102472946, 48.441727999419534], [2.31020370161146, 48.449153664631], [2.310699983781749, 48.45255726414275], [2.292920353380398, 48.459209122497114], [2.304068646575952, 48.467173947336576], [2.317220817578998, 48.46280603602799], [2.344160658725325, 48.47629963001473], [2.348556364219827, 48.4720775211715], [2.34565208844815, 48.455427060577186], [2.353154601304003, 48.451356758003726], [2.347352808744369, 48.44590905569809], [2.3304574732550423, 48.43996713010534], [2.328621284867114, 48.433407169672904]]], ""type"": ""Polygon""}";16654;198;11;1;91;11
91035;91410;AUTHON-LA-PLAINE;ESSONNE;ILE-DE-FRANCE;Commune simple;152.0;1047.0;0.4;48.45341376411852,1.9567718333386361;"{""coordinates"": [[[1.9717059423168801, 48.437085785325415], [1.956548346789659, 48.43642263211306], [1.942894677475592, 48.44099829339068], [1.934138822125764, 48.4426744163265], [1.930627997848879, 48.45371826817908], [1.95562549415934, 48.47264552301906], [1.96870059626075, 48.47584572539152], [1.9668209879015572, 48.46615772928006], [1.9747177376162361, 48.46220455786891], [1.980522588094991, 48.45306864745172], [1.9717059423168801, 48.437085785325415]]], ""type"": ""Polygon""}";31593;035;07;1;91;11
91579;91770;SAINT-VRAIN;ESSONNE;ILE-DE-FRANCE;Commune simple;68.0;1157.0;2.8;48.53732104791308,2.32289078443251;"{""coordinates"": [[[2.324144816482853, 48.518658767291136], [2.299159973442192, 48.52377679975828], [2.295340735404412, 48.52983557305637], [2.303967509469326, 48.54114040552736], [2.294405488945662, 48.542973204868744], [2.29954723827506, 48.551567730509824], [2.306624643560822, 48.547147230402196], [2.317022752922143, 48.552919794214965], [2.339449314507138, 48.55501655005188], [2.34275603831907, 48.55283088682573], [2.357098994485879, 48.536815626497386], [2.341497217748613, 48.537620843033444], [2.3384476332606052, 48.52164497343807], [2.324144816482853, 48.518658767291136]]], ""type"": ""Polygon""}";22839;579;04;3;91;11
95462;95420;OMERVILLE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;111.0;1236.0;0.30000000000000004;49.1427407783723,1.7222478998277282;"{""coordinates"": [[[1.738884276731469, 49.11439061060422], [1.7335358106637262, 49.114640147369336], [1.722268922012788, 49.12213735300287], [1.692058955948781, 49.12866471301974], [1.702736416554408, 49.13673830391882], [1.708315691860101, 49.15756070794707], [1.7187946848729951, 49.165684372607146], [1.733942062656957, 49.16586258505796], [1.7429170181313371, 49.16273758661806], [1.739084517418771, 49.149515528484976], [1.7425312154789272, 49.14700688820365], [1.741544378510266, 49.13797767926149], [1.731426359665082, 49.12638861935737], [1.732588809868417, 49.119755703440674], [1.738884276731469, 49.11439061060422]]], ""type"": ""Polygon""}";9759;462;16;3;95;11
