"Réseau	";" Intitulé original de l'indicateur";"Intitulé usager de l'indicateur";"Type d'indicateur";"Sources et méthodes";Affichage;Pondération;"Type d'Unité";Unité;"Code sp+ indicateur";"Type de graphe";"Type de graphe évolution";Utile;"Pas utile";"Date de mise à jour";Actif
"Administration territoriale de l'Etat";"Délai moyen de délivrance des certificats d'immatriculation des véhicules (cartes grises)";"Délai moyen de délivrance des cartes grises";performance;"Délai moyen de délivrance par le CERT auquel la préfecture est rattachée (délai entre la date de réception par le CERT de la demande dématérialisée complète faite par l'usager en mairie et la date de
réception du document finalisé en mairie). Source ANTS.";Oui;;Temporel;jour;IND-253;"Multi Barres";Evolution;2;6;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Accueil attentif et courtois - questionnaire jeunes - Secteur Public";"Taux de satisfaction des jeunes sur la qualité de l'accueil";satisfaction;"Sources: Ministère de la justice/DPJJ. Méthodes: nombre de jeunes déclarant avoir bénéficié d'un accueil attentif et courtois dans une structure du secteur public (SP)/ nombre total des répondants à cet item de l'enquête de satisfaction jeunes exprimé en %";Oui;;Taux;%;IND-285;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Gendarmerie Nationale";"Taux de satisfaction des usagers sur la qualité de l'accueil";"Taux de satisfaction relatif à la qualité de l'accueil";satisfaction;"Résultats régionaux issus de la campagne annuelle d'évaluation de la qualité de l'accueil menée par l'Inspection générale de la gendarmerie nationale (IGGN). Chaque année et sur tout le territoire (métropole et outre-mer) des personnels rencontrent ou contactent des usagers afin de recueillir leur avis et leur satisfaction. En 2019, la campagne a concerné un panel de 3379 usagers et/ou victimes s'étant rendus ou ayant contacté une unité de gendarmerie.

Résultats régionaux issus de la campagne annuelle d'évaluation de la qualité de l'accueil de l'Inspection générale de la gendarmerie nationale réalisée en 2018 sur un panel de 3126 usagers et/ou victimes s'étant rendus ou ayant contacté une unité de gendarmerie.";Oui;;Taux;%;IND-8;"Multi Barres";Evolution;2;4;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Apprentissage : Taux de décroché";"Taux d’appels téléphoniques décrochés concernant l'apprentissage";performance;"Taux de décroché dans le cadre du recours à l'assistance utilisateurs : appels répondus/appels reçus";Oui;;Taux;%;IND-40;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'insertion professionnelle à 33 mois pour le brevet professionnel";"Taux d'insertion professionnelle à 33 mois pour le brevet professionnel";performance;"BP diplômés en 2016, interrogés en 2019";Oui;;Taux;%;IND-72;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
DGFIP;"Taux de messages électroniques ayant reçu une réponse dans un délai d'une semaine";"Taux d'emails traités en moins d'1 semaine";performance;"Cet indicateur est issu d’une enquête réalisée chaque année par un institut de sondage, auprès de 1000 usagers particuliers. Il tient compte de la satisfaction des usagers indiquant avoir eu un contact avec la DGFIP au cours des douze derniers mois quel que soit le canal de contact utilisé et se déclarant satisfaits ou très satisfaits de ce contact (guichet, téléphone, internet, courrier). Cet indicateur est mesuré au niveau national.";Oui;;Taux;%;IND-104;"Multi Barres";Evolution;17;56;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux de satisfaction sur la simplicité d'utilisation";"Taux de satisfaction sur la simplicité d'utilisation";satisfaction;"Taux mesuré sur 1 028 réponses 
 (sur un total de 9 597 usagers interrogés)";Oui;;Taux;%;IND-136;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Classement sans suite pour défaut, pour affaire poursuivable et pour inopportunité des poursuites : durée moyenne entre l'arrivee au parquet et le classement";"Délai moyen de traitement d'un classement sans suite";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / SID statistiques pénales";Oui;;Temporel;mois;IND-168;"Multi Barres";Evolution;4;4;"lun 04/04/2022 - 12:22";Oui
CCMSA;"Vous êtes x% à être satisfaits de notre site internet";"Taux de satisfaction relatif au site internet";satisfaction;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Taux;%;IND-200;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Demandes de permis destinés à des échanges hors UE";"Demandes de permis destinés à des échanges hors UE";performance;"Extractions i-CITES du 1er janvier au 30 novembre 2020 - Nombre de demandes : 77992";Oui;;Nombre;demande;IND-232;"Unique Valeur";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
"POLICE NATIONALE";"x interventions ayant fait suite à un appel 17 POLICE";"Nombre d’interventions par trimestre faisant suite à un appel au 17";performance;"Données 4ème trimestre 2019 issue de la base de données figurant au sein de l’outil MCI/N-MCI";Oui;;Nombre;intervention;IND-264;"Multi Barres";Evolution;5;7;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Délai moyen de traitement des mails";"Délai moyen de traitement des mails";performance;"L’indicateur mesure le délai moyen en jours ouvrés entre la date de réception et la date de réponse aux mails.";Oui;;Temporel;jour;IND-19;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Nombre de connexions à Céré’Obs";"Nombre de connexions à Céré’Obs";performance;"Nombre de connexions à Céré’Obs : 24252";Oui;;Nombre;connexion;IND-51;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction de la pertinence des informations sur le site internet - sites mobiles";"Satisfaction de la pertinence des informations mises à disposition sur le site internet";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-83;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAF;"Délai de traitement des minima sociaux";"Proportion des dossiers minima sociaux traités en moins de 10 jours";performance;"Proportion de pièces relatives à la gestion courante des dossiers de minima sociaux ou relatives à une demande de minimum social qui ont été traitées dans un délai inférieur à 10 jours ouvrés à partir de janvier 2014 (l’indicateur est mesuré en jours calendaires avant cette date).
Il s’agit, pour les pièces relatives à la gestion courante des dossiers de minima sociaux ou relatives à une demande de minimum social, du rapport entre le nombre de pièces traitées dans un délai inférieur à 10 jours ouvrés à partir de janvier 2014 (l’indicateur est mesuré en jours calendaires avant cette date) et le nombre total de pièces traitées.";Oui;;Taux;%;IND-115;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
DSNJ;"Impact de la Journée Défense et Citoyenneté sur l'image des armées";"Impact de la Journée Défense et Citoyenneté sur l'image des armées";satisfaction;"Questionnaire à l'issue de chaque JDC";Oui;;Taux;%;IND-147;"Multi Barres";Evolution;4;1;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Délai moyen entre la commande et l’expédition du certificat qualité de l’air par Internet (de juin 2020 à novembre 2020)";"Délai moyen entre la commande et l’expédition du certificat qualité de l’air";performance;;Oui;;Temporel;jour;IND-211;"Unique Valeur";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
"POLE EMPLOI";"Taux de satisfaction des demandeurs d'emploi_Score";"Taux de satisfaction global des demandeurs d'emploi";satisfaction;"Mois d'observation : décembre 2019";Oui;;Taux;%;IND-243;"Multi Barres";Evolution;5;4;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Taux de passage de L1 en L2";"Taux de passage de L1 en L2";performance;"MESRI-SIES (enquête SISE)";Oui;;Taux;%;IND-275;"Multi Barres";Evolution;5;3;"lun 04/04/2022 - 12:22";Oui
DGCCRF;"Taux de satisfaction des professionnels vis-à-vis de la télé-procédure téléicare";"Taux de satisfaction des professionnels vis-à-vis de la télé-procédure téléicare";performance;"Recueil des avis via ""mon avis"" sur la période du 5 septembre 2019 au 4 septembre 2020 auprès de 117 internautes sur le site de télédéclaration de mise sur le marché de compléments alimentaires ( TELEICARE (démarches /758)";Oui;;Taux;%;IND-30;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de satisfaction lié au site internet Equipedia";"Taux de satisfaction lié au site internet Equipedia";satisfaction;"Baromètre de satisfaction";Oui;;Taux;%;IND-62;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction Globale - sites fixes";"Satisfaction globale quant au dernier don de sang";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-94;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAF;"Taux de satisfaction globale du délai de traitement des courriers";"Taux de satisfaction relatif au délai de traitement des courriers";satisfaction;"Ces indicateurs illustrent la démarche d’association des usagers initiée par la Branche. En effet, le réseau des Caf organise des tests usagers réguliers dans le but d’évaluer la satisfaction de son offre de service. L’évolution des indicateurs retenus nous permettra d’évaluer l’efficacité de nos actions sur la satisfaction des usagers.";Oui;;Taux;%;IND-126;"Multi Barres";Evolution;2;2;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délais moyen Contrôle judiciaire compris entre la date de réception de la mesure par le service désigné parle Magistrat et la date de prise en charge du jeune";"Délai moyen de prise en charge concernant le contrôle judiciaire";performance;;Oui;;Temporel;jour;IND-158;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAM;"Taux de traitement d'une réclamation en moins de 10 jours";"Taux de traitement d'une réclamation en moins de 10 jours";performance;"Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
En 2020, ce baromètre a été dématérialisé et envoyé par e-mail, 51 000 assurés y ont répondu.

Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
L’enquête de satisfaction nationale 2018 est analysée à partir d’une base de 1 254 répondants pour un envoi de 6 000 questionnaires, soit un taux de retour de 20,9.";Oui;;Taux;%;IND-190;"Multi Barres";Evolution;4;2;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Taux d'éligibilité des demandes";"Taux d'éligibilité des demandes";performance;;Oui;;Taux;%;IND-222;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Administration territoriale de l'Etat";"Délai moyen de délivrance des CNI-passeports";"Délai moyen de délivrance des CNI-passeport";performance;"Délai moyen de délivrance par le CERT auquel la préfecture est rattachée (délai entre la date de réception par le CERT de la demande dématérialisée complète faite par l'usager en mairie et la date de
réception du document finalisé en mairie). Source ANTS.";Oui;;Temporel;jour;IND-254;"Multi Barres";Evolution;1;3;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Accueil attentif et courtois - questionnaire familles - Secteur Public";"Taux de satisfaction des responsables légaux sur la qualité de l'accueil";satisfaction;"Sources: Ministère de la justice/DPJJ. Méthodes: nombre de personnes déclarant avoir bénéficié d'un accueil attentif et courtois danss une structure du secteur public (SP)/ nombre total des répondants à cet item de l'enquête de satisfaction familles exprimé en %";Oui;;Taux;%;IND-286;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Gendarmerie Nationale";"Taux de satisfaction des usagers sur le traitement des plaintes ou des mains courantes";"Taux de satisfaction relatif au traitement des plaintes";satisfaction;"Résultats régionaux issus de la campagne annuelle d'évaluation de la qualité de l'accueil menée par l'Inspection générale de la gendarmerie nationale (IGGN). Chaque année et sur tout le territoire (métropole et outre-mer) des personnels rencontrent ou contactent des usagers afin de recueillir leur avis et leur satisfaction. En 2019, la campagne a concerné un panel de 3379 usagers et/ou victimes s'étant rendus ou ayant contacté une unité de gendarmerie.

Résultats régionaux issus de la campagne annuelle d'évaluation de la qualité de l'accueil de l'Inspection générale de la gendarmerie nationale réalisée en 2018 sur un panel de 3126 usagers et/ou victimes s'étant rendus ou ayant contacté une unité de gendarmerie.";Oui;;Taux;%;IND-9;"Multi Barres";Evolution;2;2;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"IAE : Taux de décroché";"Taux d’appels téléphoniques décrochés concernant l'insertion par l’activité économique";performance;"Taux de décroché dans le cadre du recours à l'assistance utilisateurs : appels répondus/appels reçus";Oui;;Taux;%;IND-41;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'insertion professionnelle à 33 mois pour le Brevet de technicien supérieur agricole (BTSA)";"Taux d'insertion professionnelle à 33 mois pour le BTSA";performance;"BTSA diplômés en 2016, interrogés en 2019";Oui;;Taux;%;IND-73;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
DGFIP;"Taux de réclamations traités dans un délai de trente jours";"Taux de réclamations traitées en moins de 30 jours";performance;"Cet indicateur mesure le taux de réclamations contentieuses en matière d’impôt sur le revenu, de contribution à l’audiovisuel public, de taxe d’habitation et de taxe sur les locaux vacants des particuliers qui ont été traitées en moins de trente jours par votre centre des Finances publiques.";Oui;;Taux;%;IND-105;"Multi Barres";Evolution;4;19;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux de satisfaction sur les délais";"Taux de satisfaction sur les délais";satisfaction;"Taux mesuré sur 1 028 réponses 
 (sur un total de 9 597 usagers interrogés)";Oui;;Taux;%;IND-137;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Contentieux de la responsabilité (moins de 10 000 euros) : durée moyenne";"Durée moyenne d'une procédure contentieux (";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / Exploitation statistique du Répoertoire Général Civil";Oui;;Temporel;mois;IND-169;"Multi Barres";Evolution;2;2;"lun 04/04/2022 - 12:22";Oui
CCMSA;"Vous êtes x% à être satisfaits de nos services en ligne";"Taux de satisfaction relatif aux services en ligne";satisfaction;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Taux;%;IND-201;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Délai moyen entre le dépôt de la demande et la décision";"Durée moyenne de traitement d'une demande à partir de son dépôt";performance;"Indicateur portant sur les demandes dématérialisées d'autorisation d'exercer la profession de transporteur routier, effectuées en ligne sur le portail https://demarches.developpement-durable.gouv.fr/loc_fr/demarche/requestcategory/transport/ 
Les demandes prises en compte à la date de calcul des indicateurs sont celles réceptionnées par les services instructeurs via le portail sur les 12 derniers mois. Pour rappel, les services instructeurs disposent d'un délai réglementaire de 3 mois, éventuellement prorogeable d'1 mois, pour se prononcer.
Les délais incluent les temps d’échanges incompressibles avec l’usager et les administrations partenaires. Ces résultats sont impactés par la crise sanitaire sur l’année 2020.";Oui;;Temporel;jour;IND-233;"Unique Valeur";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
"POLICE NATIONALE";"x% des appels 17 sont pris en charge par nos opérateurs en moins de 45 secondes";"Taux d’appels au 17 pris en charge en moins de 45 secondes";performance;"Données 4ème trimestre 2019 issues de la base de données figurant au sein de l’outil Pégase";Oui;;Taux;%;IND-265;"Multi Barres";Evolution;6;2;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Satisfaction globale de l'accueil physique";"Taux de satisfaction relatif à la qualité de l'accueil physique";satisfaction;"Satisfaction globale sur l'accueil physique (annuelle). 
L'indicateur exprime le pourcentage de personnes, ayant eu un contact récent avec la CNMSS (moins d'un an) et ayant déclaré être très satisfaites ou satisfaites sur ce canal (sur la base d'une question générale proposée lors d’une enquête de satisfaction). 
Enquête téléphonique 2019 menée du 18 novembre au 24 décembre - 930 répondants";Oui;;Taux;%;IND-20;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Nombre de connexions au Réseau des nouvelles des marchés";"Nombre de connexions au Réseau des nouvelles des marchés";performance;"Nombre de connexions au Réseau des nouvelles des marchés : 3442511";Oui;;Nombre;connexion;IND-52;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction de la relation avec le personnel";"Satisfaction par rapport à l’accueil, à l’écoute et à l’accompagnement";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-84;"Multi Barres";Evolution;2;0;"lun 04/04/2022 - 12:22";Oui
CNAF;"Taux d'appels téléphoniques traités par les agents";"Taux d'appels téléphoniques traités par les agents";performance;"Il s’agit du nombre total des appels téléphoniques traités par les agents rapporté au nombre des appels téléphoniques, liés à la gestion des dossiers allocataires, aboutis sur les installations téléphoniques de tous les lieux d’accueil de la caisse, qui sont destinés aux agents. Les appels sont aboutis destinés aux agents lorsque l’interlocuteur a été mis en contact avec l’installation téléphonique de la caisse et a choisi d’être en contact direct avec un agent. Les appels aboutis destinés aux agents sont comptabilisés uniquement pendant les horaires d’ouverture de l’accueil téléphonique.";Oui;;Taux;%;IND-116;"Multi Barres";Evolution;2;3;"lun 04/04/2022 - 12:22";Oui
DSNJ;"Taux de satisfaction concernant la Journée Défense et Citoyenneté";"Taux de satisfaction concernant la Journée Défense et Citoyenneté";satisfaction;"Questionnaire à l'issue de chaque JDC";Oui;;Taux;%;IND-148;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Qualité des renseignements (satisfaction)";"Taux de satisfaction relatif à la qualité des renseignements";satisfaction;;Oui;;Taux;%;IND-180;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Délai moyen entre la commande et l’expédition certificat qualité de l’air par courrier (de juin 2020 à novembre 2020)";"Délai moyen entre la commande et l’expédition certificat qualité de l’air par courrier";performance;;Oui;;Temporel;jour;IND-212;"Unique Valeur";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
"POLE EMPLOI";"Taux de satisfaction des entreprises_Score";"Taux de satisfaction global des entreprises";satisfaction;"Mois d'observation : décembre 2019";Oui;;Taux;%;IND-244;"Multi Barres";Evolution;3;4;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Taux d'insertion professionnelle à 18 mois des diplômés 2016 de master - Master Enseignement";"Taux d'insertion professionnelle des diplômés 2016 de master - Master Enseignement";performance;"MESRI-SIES (enquête d'inssertion professionnelle à 18 et 30 mois des diplômés des diplômes d'université)";Oui;;Taux;%;IND-276;"Multi Barres";Evolution;2;0;"lun 04/04/2022 - 12:22";Oui
DGCCRF;"Proportion des télé-procédures telecertex traités en moins de 10 jours";"Proportion des télé-procédures telecertex traités en moins de 10 jours";performance;"Recueil des avis via ""mon avis"" sur la période du 5 septembre 2019 au 4 septembre 2020 auprès de 78 internautes sur le site de télédéclaration pour l'obtention des certificats à l'exportation (TELECERTEX (démarches 2222)";Oui;;Taux;%;IND-31;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'appels décrochés";"Taux d'appels décrochés";performance;"Taux de décroché dans le cadre du recours à l'assistance téléphonique (Appels répondus / Appels reçus)";Oui;;Taux;%;IND-63;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction Globale - sites mobiles";"Satisfaction globale quant au dernier don de sang";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-95;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"France services";"Taux de recommandation";"Taux de recommandation";satisfaction;;Oui;;Taux;%;IND-127;"Multi Barres";Evolution;7;2;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délais moyen Liberté surveillée préjudicielle compris entre la date de réception de la mesure par le service désigné parle Magistrat et la date de prise en charge du jeune";"Délai moyen de prise en charge concernant la liberté surveillée préjudicielle";performance;;Oui;;Temporel;jour;IND-159;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
CCMSA;"xj est le délai moyen pour obtenir une réponse à vos mails";"Délai moyen d'obtention d'une réponse par email";performance;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Temporel;jour;IND-191;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Valeur moyenne de la prime versée";"Valeur moyenne de la prime versée";performance;"Valeur moyenne de la prime versée : 2176 €";Oui;;Nombre;€;IND-223;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Administration territoriale de l'Etat";"Délai moyen de délivrance des permis de conduire";"Délai moyen de délivrance des permis de conduire";performance;"Délai moyen de délivrance par le CERT auquel la préfecture est rattachée (délai mesuré entre le dépôt de la demande dématérialisée complète et la date de remise en main propre du titre à l'usager par La Poste). Source ANTS.";Oui;;Temporel;jour;IND-255;"Multi Barres";Evolution;2;5;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Disponiblité des professionnels - questionnaire jeunes -Secteur Public";"Taux de satisfaction des jeunes quant à la disponiblité des professionnels";satisfaction;"Sources: Ministère de la justice/DPJJ. Méthodes: nombre de jeunes déclarant que les professionnels qui les ont reçu dans une structure du secteur public (SP) ont été disponibles / nombre total des répondants à l'enquête de satisfaction jeunes exprimé en %";Oui;;Taux;%;IND-287;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAV;"Délai moyen de traitement d'un dossier retraite";"Délai moyen de traitement d'un dossier retraite";performance;;Oui;;Temporel;jour;IND-10;"Multi Barres";Evolution;4;5;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Contrats aidés : Délai de traitement des dossiers";"Délai de traitement des dossiers concernant les contrats aidés";performance;"Délai de validation par l'ASP d'un contrat permettant la première mise en paiement";Oui;;Temporel;jour;IND-42;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'insertion professionnelle à 33 mois pour le Bac professionnel";"Taux d'insertion professionnelle à 33 mois pour le Bac professionnel";performance;"Bac pro diplômés en 2015, interrogés en 2018";Oui;;Taux;%;IND-74;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
DGFIP;"Taux de réponses claires";"Taux de réponses claires";satisfaction;"Cet indicateur est issu d’une enquête réalisée chaque année par un institut de sondage, auprès de 1000 usagers particuliers.";Oui;;Taux;%;IND-106;"Multi Barres";Evolution;2;12;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux d’insertion professionnelle des diplômés 2016 de l’Enseignement Supérieur Culture en activité";"Taux d’insertion professionnelle des diplômés 2016 de l’Enseignement Supérieur Culture";performance;"Sur 7898 diplômés 2016 recensés par les établissements d’enseignement, 7482 étaient dotés d’une adresse mail valide permettant de leur adresser le questionnaire. La collecte a eu lieu entre le 5 décembre 2019 et le 22 janvier 2020. 
Le nombre de rébondants est de 4458, soit un taux de réponse de 60%.";Oui;;Taux;%;IND-138;"Multi Barres";Evolution;0;2;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Contentieux de la responsabilité (plus de 10 000 euros) : durée moyenne";"Durée moyenne d'une procédure contentieux (>10 000€)";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / Exploitation statistique du Répoertoire Général Civil";Oui;;Temporel;mois;IND-170;"Multi Barres";Evolution;2;0;"lun 04/04/2022 - 12:22";Oui
CCMSA;"Vous êtes x% à percevoir vos prestations familiales le mois suivant l'ouverture de vos droits";"Taux d’usagers percevant leurs prestations dans le mois suivant l’ouverture des droits";performance;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Taux;%;IND-202;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Délai moyen d’instruction d’une demande à partir de sa prise en charge";"Durée moyenne d’instruction d’une demande à partir du dossier complet";performance;"Indicateur portant sur les demandes dématérialisées d'autorisation d'exercer la profession de transporteur routier, effectuées en ligne sur le portail https://demarches.developpement-durable.gouv.fr/loc_fr/demarche/requestcategory/transport/ 
Les demandes prises en compte à la date de calcul des indicateurs sont celles réceptionnées par les services instructeurs via le portail sur les 12 derniers mois. Pour rappel, les services instructeurs disposent d'un délai réglementaire de 3 mois, éventuellement prorogeable d'1 mois, pour se prononcer. 
Les délais incluent les temps d’échanges incompressibles avec l’usager et les administrations partenaires. Ces résultats sont impactés par la crise sanitaire sur l’année 2020.";Oui;;Temporel;jour;IND-234;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Nombre d’inscrits en L1 bénéficiant d’un parcours aménagé (loi ORE)";"Nombre d’inscrits en L1 bénéficiant d’un parcours aménagé (loi ORE)";performance;"MESRI-SIES, base statistique Parcoursup 2018, enquête SISE du 15 janvier 2019";Oui;;Nombre;élève;IND-266;"Multi Barres";Evolution;1;2;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Satisfaction globale de l'accueil téléphonique";"Taux de satisfaction relatif à la qualité de l'accueil téléphonique";satisfaction;"L'indicateur exprime le pourcentage de personnes, ayant eu un contact récent avec la CNMSS (moins d'un an) et ayant déclaré être très satisfaites ou satisfaites sur ce canal (sur la base d'une question générale proposée lors d’une enquête de satisfaction).";Oui;;Taux;%;IND-21;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de pages du site franceagrimer.fr relatives aux démarches, mises à jour durant les 12 derniers mois";"Taux de pages du site franceagrimer.fr mises à jour durant les 12 derniers mois";performance;;Oui;;Taux;%;IND-53;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction de la relation avec le personnel - Ensemble des donneurs (sites mobiles+sites fixes)";"Satisfaction par rapport à l’accueil, à l’écoute et à l’accompagnement";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-85;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAF;"Réponses au téléphone : x% des allocataires ont obtenu une réponse de la Caf";"Taux d'appels pris en charge par la Caf";performance;"Ces indicateurs illustrent la démarche d’association des usagers initiée par la Branche. En effet, le réseau des Caf organise des tests usagers réguliers dans le but d’évaluer la satisfaction de son offre de service. L’évolution des indicateurs retenus nous permettra d’évaluer l’efficacité de nos actions sur la satisfaction des usagers.";Oui;;Taux;%;IND-117;"Multi Barres";Evolution;3;2;"lun 04/04/2022 - 12:22";Oui
DSNJ;"Taux de satisfaction des usagers concernant les contacts par mail";"Taux de satisfaction des usagers concernant les contacts par mail";satisfaction;"Questionnaire joint à tout courriel de réponse";Oui;;Taux;%;IND-149;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Répondants ayant indiqué que la réponse reçue correspondait à leur demande";"Taux de satisfaction relatif à la pertinence des réponses";satisfaction;;Oui;;Taux;%;IND-181;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Délai moyen de réponse à un courriel (de juin 2020 à novembre 2020)";"Délai moyen de réponse à un courriel";performance;;Oui;;Temporel;jour;IND-213;"Unique Valeur";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
